72,1.723620659
119,1.194297117
59,0.999148109
56,0.949663135
61,0.870586907
92,0.864844765
52,0.727094939
58,0.702843402
77,0.620061531
69,0.537813376
60,0.535841025
70,0.448981451
55,0.439223616
66,0.339172126
64,0.322325886
115,0.289650374
100,0.289504115
74,0.286646088
54,0.274525879
82,0.271436489
65,0.263571889
106,0.236879289
78,0.234573366
89,0.212569163
96,0.210874788
109,0.199978532
105,0.198831557
114,0.193052637
67,0.167794397
93,0.162812627
113,0.156505551
107,0.15473762
84,0.150371248
120,0.146874302
95,0.139447194
121,0.135584174
81,0.134244755
124,0.122566742
53,0.120248417
117,0.107514949
83,0.095153969
123,0.091296936
101,0.085391002
108,0.07609974
63,0.075832454
98,0.075508291
118,0.070558596
75,0.063244389
80,0.062119653
57,0.060540746
88,0.059019572
110,0.058383647
91,0.05820061
99,0.056744868
17,0.055686418
97,0.054784919
90,0.054647641
87,0.049932302
103,0.049371645
79,0.046121456
116,0.042477396
125,0.039527423
111,0.036992276
73,0.036941385
104,0.036505175
85,0.033318707
68,0.030871658
122,0.029985554
127,0.024032149
71,0.022776123
76,0.021445256
94,0.021445256
21,0.015946878
62,0.015745024
126,0.015395629
36,0.014811451
128,0.014144307
102,0.013417291
112,0.012648792
86,0.01222584
18,0.010610582
20,0.010483568
41,0.008984205
43,0.008909365
40,0.008890976
42,0.008656193
37,0.008610433
38,0.008447924
33,0.008281138
15,0.008039512
35,0.007869305
32,0.007849633
25,0.007789761
14,0.007777786
46,0.007600737
26,0.007578071
13,0.007560109
34,0.007218839
22,0.006999452
39,0.006944284
24,0.006919052
51,0.006827962
48,0.006698382
23,0.006695816
30,0.006664169
29,0.006643642
49,0.006565808
12,0.006538438
50,0.00633915
45,0.006226249
47,0.006074431
44,0.005847773
31,0.005738721
27,0.005334586
28,0.005264022
16,0.005180629
19,0.004941997
11,0.000681257
10,0.000354527
8,0.000293372
9,0.00028824
3,0.000274555
7,0.000187313
4,0.000180043
2,0.00017705
6,0.000165931
5,0.000145831
1,0.000125303
